NetProfit,PF,MaxDD,Trades,SmartScore,Params
7381.0,1.1751999810107052,1029.0,4297,7193.689716238195,"ARS(3,0.01) ADX(14) RVI(21) Q(13) Sc(3) NL(20)"
7455.0,1.162093407549139,1027.0,4620,7187.163060626208,"ARS(5,0.01) ADX(21) RVI(14) Q(5) Sc(3) NL(10)"
7051.0,1.1897827900842461,861.0,2943,7156.763737317881,"ARS(8,0.01) ADX(14) RVI(21) Q(13) Sc(4) NL(20)"
7442.0,1.1741103806471236,1107.0,3870,7153.863969850903,"ARS(8,0.01) ADX(21) RVI(21) Q(5) Sc(3) NL(20)"
7257.0,1.1886895475819033,1046.0,3144,7133.906753888415,"ARS(8,0.01) ADX(30) RVI(10) Q(5) Sc(3) NL(10)"
7172.0,1.210273249677495,1086.0,2144,7131.186121169072,"ARS(8,0.01) ADX(21) RVI(14) Q(13) Sc(4) NL(20)"
7348.0,1.1723709212038753,1047.0,3594,7123.020943448054,"ARS(5,0.01) ADX(14) RVI(14) Q(8) Sc(4) NL(20)"
7115.0,1.1967698221742857,979.0,2461,7120.770433826763,"ARS(5,0.01) ADX(30) RVI(14) Q(5) Sc(4) NL(10)"
6905.0,1.2037834966355803,860.0,2091,7092.25686371048,"ARS(8,0.01) ADX(21) RVI(21) Q(13) Sc(4) NL(20)"
7244.0,1.154140777938548,901.0,4954,7084.049987618067,"ARS(8,0.01) ADX(14) RVI(21) Q(8) Sc(3) NL(20)"
7157.0,1.180741451588464,981.0,3466,7064.509755073263,"ARS(8,0.01) ADX(21) RVI(14) Q(13) Sc(3) NL(10)"
7030.0,1.179671326705344,872.0,3311,7061.554348380934,"ARS(3,0.01) ADX(14) RVI(10) Q(13) Sc(4) NL(10)"
7060.0,1.1797077839433896,909.0,3458,7047.501230868446,"ARS(8,0.01) ADX(21) RVI(21) Q(13) Sc(3) NL(10)"
7030.0,1.2033202221193893,1033.0,2396,7010.89106704733,"ARS(8,0.01) ADX(30) RVI(10) Q(13) Sc(3) NL(10)"
7216.0,1.167978025047721,1028.0,3685,6990.817376198038,"ARS(5,0.01) ADX(14) RVI(10) Q(8) Sc(4) NL(20)"
7144.0,1.1958977733903697,1124.0,2645,6975.419409781843,"ARS(8,0.01) ADX(30) RVI(21) Q(5) Sc(3) NL(20)"
7145.0,1.166900256949311,979.0,3963,6972.321739340046,"ARS(8,0.01) ADX(21) RVI(14) Q(8) Sc(3) NL(10)"
7115.0,1.2058738425925926,1163.0,2088,6960.72723515033,"ARS(8,0.01) ADX(30) RVI(14) Q(5) Sc(4) NL(20)"
7407.0,1.1574449994685938,1164.0,4334,6954.246520979781,"ARS(3,0.01) ADX(14) RVI(14) Q(5) Sc(4) NL(20)"
7232.0,1.1591269142756557,1038.0,4715,6941.707389898595,"ARS(8,0.01) ADX(21) RVI(21) Q(5) Sc(3) NL(10)"
6804.0,1.1804439493993157,793.0,3048,6932.280883577545,"ARS(8,0.01) ADX(14) RVI(14) Q(13) Sc(4) NL(20)"
7050.0,1.1910258494553732,1063.0,2592,6924.568892182401,"ARS(8,0.01) ADX(30) RVI(14) Q(5) Sc(3) NL(20)"
7070.0,1.2013040630961533,1138.0,2275,6918.556309946077,"ARS(3,0.0123) ADX(30) RVI(10) Q(8) Sc(3) NL(20)"
6790.0,1.2216129769248343,1017.0,1536,6892.763929964786,"ARS(8,0.01) ADX(30) RVI(10) Q(13) Sc(4) NL(20)"
7319.0,1.159410188835406,1158.0,5065,6889.9993277739,"ARS(3,0.01) ADX(14) RVI(14) Q(13) Sc(3) NL(10)"
6923.0,1.202243580380357,1046.0,2481,6883.172599217012,"ARS(8,0.01) ADX(30) RVI(21) Q(13) Sc(3) NL(10)"
7076.0,1.1944971276215608,1176.0,2488,6842.828428635171,"ARS(3,0.0123) ADX(30) RVI(10) Q(5) Sc(3) NL(20)"
6932.0,1.202980879037217,1098.0,2011,6837.539728998022,"ARS(3,0.0123) ADX(30) RVI(10) Q(5) Sc(4) NL(20)"
6999.0,1.153261655024416,918.0,4545,6819.599800199297,"ARS(8,0.01) ADX(21) RVI(10) Q(5) Sc(3) NL(10)"
7226.0,1.1603426086184707,1149.0,4718,6817.88558292167,"ARS(3,0.01) ADX(14) RVI(10) Q(13) Sc(3) NL(10)"
6830.0,1.2128919643413751,1081.0,1760,6811.4225591609875,"ARS(3,0.01) ADX(30) RVI(10) Q(13) Sc(4) NL(10)"
7352.0,1.162335224889046,1280.0,4228,6803.732940592568,"ARS(3,0.01) ADX(14) RVI(10) Q(8) Sc(4) NL(10)"
7045.0,1.1673118483862541,1063.0,4262,6781.883532806499,"ARS(5,0.01) ADX(14) RVI(21) Q(13) Sc(3) NL(20)"
6751.0,1.2181330576109082,1072.0,1599,6771.75252958765,"ARS(8,0.01) ADX(30) RVI(14) Q(13) Sc(4) NL(20)"
6761.0,1.2118041414742646,1053.0,1744,6767.724930206099,"ARS(5,0.01) ADX(30) RVI(21) Q(13) Sc(4) NL(10)"
6954.0,1.2112586201658717,1226.0,1809,6764.449441562377,"ARS(8,0.01) ADX(30) RVI(14) Q(8) Sc(4) NL(20)"
7118.0,1.167976401179941,1151.0,3433,6757.971080798911,"ARS(8,0.01) ADX(21) RVI(14) Q(5) Sc(4) NL(10)"
6646.0,1.2075188909011427,967.0,1748,6724.627575774253,"ARS(5,0.01) ADX(30) RVI(10) Q(13) Sc(4) NL(10)"
6685.0,1.1953193478641968,943.0,2066,6722.791385219716,"ARS(8,0.01) ADX(21) RVI(10) Q(13) Sc(4) NL(20)"
6685.0,1.1877756242802169,939.0,2309,6684.8628121849215,"ARS(5,0.01) ADX(21) RVI(10) Q(13) Sc(4) NL(10)"
6767.0,1.206097338125114,1110.0,1783,6678.936732481708,"ARS(3,0.0123) ADX(30) RVI(10) Q(8) Sc(4) NL(20)"
7297.0,1.1614844977537788,1354.0,4141,6669.304674306991,"ARS(3,0.01) ADX(14) RVI(14) Q(8) Sc(4) NL(10)"
6682.0,1.1854462699822381,945.0,2404,6662.028575291265,"ARS(8,0.01) ADX(21) RVI(14) Q(13) Sc(4) NL(10)"
6728.0,1.1710957963532793,914.0,3226,6661.424178106918,"ARS(8,0.01) ADX(21) RVI(10) Q(13) Sc(3) NL(10)"
6563.0,1.2139945873683524,1005.0,1556,6634.010388758115,"ARS(8,0.01) ADX(30) RVI(21) Q(13) Sc(4) NL(20)"
6599.0,1.1644077931137575,794.0,3427,6630.934610595172,"ARS(5,0.01) ADX(14) RVI(14) Q(13) Sc(4) NL(10)"
6679.0,1.1878709459649517,984.0,2328,6629.169492062092,"ARS(5,0.01) ADX(21) RVI(21) Q(13) Sc(4) NL(10)"
6617.0,1.2016701715887965,1016.0,1833,6608.58670661824,"ARS(8,0.01) ADX(30) RVI(21) Q(8) Sc(4) NL(20)"
7190.0,1.1528713881742607,1306.0,4368,6572.4272763819645,"ARS(3,0.01) ADX(14) RVI(10) Q(5) Sc(4) NL(20)"
6703.0,1.1584146716139248,926.0,4219,6551.513283688945,"ARS(8,0.01) ADX(14) RVI(21) Q(13) Sc(3) NL(20)"
6895.0,1.1600584985375366,1119.0,3799,6535.874609753485,"ARS(8,0.01) ADX(21) RVI(14) Q(5) Sc(3) NL(20)"
7346.0,1.145861048785815,1445.0,5992,6530.252338541969,"ARS(3,0.01) ADX(14) RVI(14) Q(8) Sc(3) NL(10)"
6611.0,1.1915510097644366,1034.0,2109,6527.464141160664,"ARS(8,0.01) ADX(30) RVI(21) Q(5) Sc(4) NL(20)"
6776.0,1.1594915852653878,1025.0,3474,6520.0954205462795,"ARS(8,0.01) ADX(21) RVI(10) Q(5) Sc(4) NL(10)"
7074.0,1.1472737492973581,1224.0,4893,6519.773861286561,"ARS(5,0.01) ADX(14) RVI(10) Q(8) Sc(3) NL(20)"
7026.0,1.164462442358559,1279.0,4166,6514.980984242105,"ARS(8,0.01) ADX(14) RVI(14) Q(13) Sc(3) NL(20)"
6505.0,1.1997543374788884,1024.0,1796,6477.757275315545,"ARS(8,0.01) ADX(30) RVI(14) Q(13) Sc(4) NL(10)"
6697.0,1.172781217750258,1066.0,3116,6473.883791026605,"ARS(8,0.01) ADX(30) RVI(14) Q(5) Sc(3) NL(10)"
6504.0,1.164984019075643,853.0,3286,6472.796907626843,"ARS(5,0.01) ADX(14) RVI(10) Q(13) Sc(4) NL(10)"
6863.0,1.1367213180070521,1029.0,6001,6469.827836691325,"ARS(3,0.01) ADX(14) RVI(21) Q(8) Sc(3) NL(10)"
7103.0,1.1527001461862585,1339.0,4286,6458.13940555371,"ARS(5,0.01) ADX(14) RVI(21) Q(5) Sc(4) NL(20)"
6862.0,1.1692398756967395,1218.0,3403,6451.691884071266,"ARS(8,0.01) ADX(21) RVI(14) Q(8) Sc(3) NL(20)"
6991.0,1.1464145095082516,1227.0,4919,6435.34915366323,"ARS(5,0.01) ADX(14) RVI(14) Q(8) Sc(3) NL(20)"
7099.0,1.136663778997016,1272.0,5691,6432.697837292583,"ARS(3,0.01) ADX(14) RVI(14) Q(5) Sc(3) NL(20)"
6904.0,1.1499305072967339,1232.0,5006,6369.640743241857,"ARS(5,0.01) ADX(14) RVI(14) Q(13) Sc(3) NL(10)"
6646.0,1.1641068694750358,1117.0,3325,6323.895908559006,"ARS(3,0.0123) ADX(21) RVI(10) Q(8) Sc(3) NL(20)"
6814.0,1.1505922913719944,1216.0,4665,6306.415599588779,"ARS(5,0.01) ADX(14) RVI(10) Q(13) Sc(3) NL(10)"
6658.0,1.1544242143105647,1099.0,3687,6301.161189440679,"ARS(8,0.01) ADX(14) RVI(10) Q(8) Sc(4) NL(20)"
6334.0,1.1982782908123337,1070.0,1714,6251.972565078519,"ARS(8,0.01) ADX(30) RVI(21) Q(13) Sc(4) NL(10)"
6459.0,1.1720610565012388,1062.0,2472,6244.096308100876,"ARS(3,0.0123) ADX(21) RVI(10) Q(8) Sc(4) NL(20)"
6247.0,1.175892555467958,913.0,2304,6211.5684035247195,"ARS(8,0.01) ADX(21) RVI(21) Q(13) Sc(4) NL(10)"
6909.0,1.1358835677057724,1353.0,5909,6176.467471493139,"ARS(3,0.01) ADX(14) RVI(10) Q(8) Sc(3) NL(10)"
6421.0,1.1747115803221593,1128.0,2650,6154.392181175412,"ARS(3,0.0123) ADX(30) RVI(10) Q(8) Sc(3) NL(10)"
6405.0,1.1752202221371122,1136.0,2446,6133.707238256358,"ARS(8,0.01) ADX(30) RVI(14) Q(5) Sc(4) NL(10)"
6617.0,1.145569341781063,1184.0,4185,6128.90712691243,"ARS(8,0.01) ADX(14) RVI(10) Q(8) Sc(4) NL(10)"
6352.0,1.17404647084612,1100.0,2490,6112.740313782422,"ARS(8,0.01) ADX(30) RVI(10) Q(5) Sc(4) NL(10)"
6661.0,1.1387563795437976,1231.0,4870,6086.70858942484,"ARS(8,0.01) ADX(14) RVI(10) Q(8) Sc(3) NL(20)"
6163.0,1.1556981532476063,868.0,3279,6068.990898487557,"ARS(8,0.01) ADX(14) RVI(10) Q(13) Sc(4) NL(10)"
6259.0,1.1886377335744425,1135.0,1991,6063.3117966116015,"ARS(3,0.0123) ADX(30) RVI(10) Q(13) Sc(3) NL(20)"
6139.0,1.1717683268047006,933.0,2302,6062.266777561148,"ARS(8,0.01) ADX(21) RVI(10) Q(13) Sc(4) NL(10)"
6276.0,1.1726309998624673,1081.0,2464,6051.169343148204,"ARS(8,0.01) ADX(30) RVI(21) Q(5) Sc(4) NL(10)"
6538.0,1.1654561558901684,1339.0,3330,6010.216396284841,"ARS(3,0.01) ADX(14) RVI(21) Q(13) Sc(4) NL(10)"
6208.0,1.1708639528803018,1093.0,2675,5964.81488550871,"ARS(3,0.0123) ADX(30) RVI(21) Q(8) Sc(3) NL(10)"
6035.0,1.1495255320730409,823.0,3422,5956.883553203505,"ARS(8,0.01) ADX(14) RVI(14) Q(13) Sc(4) NL(10)"
6190.0,1.184952790725469,1164.0,2052,5949.754846358414,"ARS(3,0.0123) ADX(30) RVI(14) Q(13) Sc(3) NL(20)"
6927.0,1.1332448496739569,1598.0,5634,5948.7625596328435,"ARS(3,0.01) ADX(14) RVI(10) Q(5) Sc(3) NL(20)"
6315.0,1.1389958840490393,1075.0,4649,5919.966261538833,"ARS(8,0.01) ADX(14) RVI(10) Q(13) Sc(3) NL(10)"
6544.0,1.1430914219491395,1324.0,4202,5914.287053474992,"ARS(5,0.01) ADX(14) RVI(10) Q(8) Sc(4) NL(10)"
6290.0,1.135724149836009,1046.0,4614,5907.794328869083,"ARS(8,0.01) ADX(21) RVI(14) Q(5) Sc(3) NL(10)"
6539.0,1.1381634550371873,1308.0,4291,5899.215942048326,"ARS(5,0.01) ADX(14) RVI(14) Q(5) Sc(4) NL(20)"
6334.0,1.1465254002035719,1161.0,3605,5893.598348392651,"ARS(8,0.01) ADX(14) RVI(14) Q(8) Sc(4) NL(20)"
6838.0,1.1323193622044196,1588.0,5715,5876.441863049348,"ARS(3,0.01) ADX(14) RVI(21) Q(5) Sc(3) NL(20)"
6580.0,1.1444947077166323,1411.0,4099,5873.323332378288,"ARS(5,0.01) ADX(14) RVI(14) Q(8) Sc(4) NL(10)"
6413.0,1.1399546069573567,1231.0,5080,5866.256535401644,"ARS(3,0.01) ADX(14) RVI(21) Q(13) Sc(3) NL(10)"
6207.0,1.1757411025227216,1240.0,2255,5847.616204614209,"ARS(3,0.0123) ADX(30) RVI(14) Q(8) Sc(3) NL(20)"
6493.0,1.1375052943667938,1327.0,4332,5836.748756380268,"ARS(5,0.01) ADX(14) RVI(10) Q(5) Sc(4) NL(20)"
5949.0,1.1934697063319133,1106.0,1461,5813.913595617877,"ARS(3,0.0123) ADX(30) RVI(10) Q(13) Sc(4) NL(20)"
5950.0,1.1833590138674885,1067.0,1734,5802.691719557901,"ARS(8,0.01) ADX(30) RVI(10) Q(13) Sc(4) NL(10)"
6183.0,1.1541203449823023,1166.0,2839,5786.511590192649,"ARS(3,0.0123) ADX(21) RVI(10) Q(5) Sc(4) NL(20)"
6643.0,1.1317637258013329,1554.0,5160,5735.662519452437,"ARS(3,0.01) ADX(14) RVI(21) Q(5) Sc(4) NL(10)"
6231.0,1.134587554269175,1200.0,4986,5701.302460202604,"ARS(8,0.01) ADX(14) RVI(14) Q(13) Sc(3) NL(10)"
5948.0,1.1714862332420355,1118.0,2002,5694.6715555113005,"ARS(3,0.0123) ADX(30) RVI(10) Q(8) Sc(4) NL(10)"
6138.0,1.164982259972046,1316.0,2395,5660.75135505733,"ARS(3,0.0123) ADX(21) RVI(14) Q(8) Sc(4) NL(20)"
6259.0,1.12415448396247,1220.0,5959,5656.015205081269,"ARS(5,0.01) ADX(14) RVI(21) Q(8) Sc(3) NL(10)"
6074.0,1.1650857500067948,1258.0,2623,5654.14736780223,"ARS(3,0.0123) ADX(30) RVI(14) Q(8) Sc(3) NL(10)"
6524.0,1.1284176131330828,1517.0,5940,5648.148310633906,"ARS(5,0.01) ADX(14) RVI(14) Q(8) Sc(3) NL(10)"
6211.0,1.1363496663154198,1248.0,4091,5648.101614504699,"ARS(8,0.01) ADX(14) RVI(14) Q(8) Sc(4) NL(10)"
6004.0,1.1547582224971646,1146.0,3024,5640.390797163176,"ARS(3,0.0123) ADX(30) RVI(10) Q(5) Sc(3) NL(10)"
6318.0,1.134259849547367,1365.0,4291,5629.421625640427,"ARS(8,0.01) ADX(14) RVI(21) Q(5) Sc(4) NL(20)"
5994.0,1.1597377678285896,1179.0,2856,5625.075400845255,"ARS(3,0.0123) ADX(14) RVI(10) Q(13) Sc(4) NL(20)"
5983.0,1.1409622090283669,1108.0,3918,5588.062292580811,"ARS(3,0.0123) ADX(14) RVI(10) Q(13) Sc(3) NL(20)"
5955.0,1.1586181178914845,1202.0,2762,5562.3757594677445,"ARS(3,0.0123) ADX(21) RVI(10) Q(13) Sc(3) NL(20)"
5892.0,1.1533416614615866,1135.0,3039,5538.295900025809,"ARS(3,0.0123) ADX(30) RVI(21) Q(5) Sc(3) NL(10)"
6125.0,1.1417364742907392,1318.0,3680,5534.295588026889,"ARS(3,0.0123) ADX(21) RVI(10) Q(5) Sc(3) NL(20)"
6003.0,1.1672005124919924,1342.0,2279,5524.049729178044,"ARS(5,0.0123) ADX(30) RVI(10) Q(8) Sc(3) NL(20)"
5805.0,1.1669926931707035,1149.0,2018,5508.531943288286,"ARS(3,0.0123) ADX(30) RVI(21) Q(5) Sc(4) NL(20)"
6174.0,1.1662000646064392,1576.0,2494,5474.543186496469,"ARS(5,0.0123) ADX(30) RVI(10) Q(5) Sc(3) NL(20)"
5837.0,1.1753168739112152,1268.0,1746,5472.498877648183,"ARS(3,0.0123) ADX(30) RVI(14) Q(8) Sc(4) NL(20)"
5905.0,1.1524736624664325,1219.0,2725,5471.423843756459,"ARS(3,0.0123) ADX(21) RVI(21) Q(8) Sc(4) NL(10)"
5813.0,1.1570953706456233,1152.0,2534,5466.673756146789,"ARS(3,0.0123) ADX(30) RVI(21) Q(5) Sc(3) NL(20)"
6087.0,1.1286185183619997,1302.0,4328,5450.571978157324,"ARS(8,0.01) ADX(14) RVI(10) Q(5) Sc(4) NL(20)"
5723.0,1.1662937672526514,1127.0,1960,5446.955467591745,"ARS(3,0.0123) ADX(30) RVI(21) Q(8) Sc(4) NL(10)"
5890.0,1.1682520638729397,1318.0,2010,5445.556074874656,"ARS(3,0.0123) ADX(30) RVI(14) Q(5) Sc(4) NL(20)"
5694.0,1.1610931930062807,1097.0,2303,5421.735805295852,"ARS(3,0.0123) ADX(30) RVI(21) Q(8) Sc(3) NL(20)"
6467.0,1.116091623882526,1662.0,7095,5417.115379501873,"ARS(3,0.01) ADX(14) RVI(21) Q(5) Sc(3) NL(10)"
6127.0,1.1273407461290659,1387.0,4907,5407.246556703292,"ARS(8,0.01) ADX(14) RVI(14) Q(8) Sc(3) NL(20)"
5754.0,1.1542089888242704,1161.0,2497,5389.805649809164,"ARS(3,0.0123) ADX(30) RVI(14) Q(5) Sc(3) NL(20)"
5998.0,1.1307494441295722,1312.0,5036,5372.493002130208,"ARS(5,0.01) ADX(14) RVI(21) Q(13) Sc(3) NL(10)"
6077.0,1.118540914854189,1383.0,5878,5324.591210691608,"ARS(5,0.01) ADX(14) RVI(10) Q(8) Sc(3) NL(10)"
6142.0,1.1208936128333826,1474.0,5918,5317.059445491687,"ARS(8,0.01) ADX(14) RVI(14) Q(8) Sc(3) NL(10)"
5799.0,1.144189169028793,1248.0,2817,5309.821535849849,"ARS(3,0.0123) ADX(21) RVI(14) Q(5) Sc(4) NL(20)"
6088.0,1.1160813026732257,1429.0,5647,5284.4166827458375,"ARS(5,0.01) ADX(14) RVI(14) Q(5) Sc(3) NL(20)"
5597.0,1.1578042178865455,1158.0,2394,5261.635439680899,"ARS(3,0.0123) ADX(30) RVI(14) Q(13) Sc(3) NL(10)"
5951.0,1.1164670424299359,1320.0,5852,5256.404564478282,"ARS(8,0.01) ADX(14) RVI(10) Q(8) Sc(3) NL(10)"
5857.0,1.144914268748299,1403.0,3397,5236.4226706690515,"ARS(3,0.0123) ADX(21) RVI(21) Q(8) Sc(3) NL(20)"
5615.0,1.1510992707408305,1190.0,2413,5220.85816252808,"ARS(3,0.0123) ADX(21) RVI(21) Q(8) Sc(4) NL(20)"
5845.0,1.1372323441021788,1372.0,4000,5215.884377963932,"ARS(3,0.0123) ADX(21) RVI(21) Q(8) Sc(3) NL(10)"
5711.0,1.144813246443695,1296.0,2697,5192.208108672127,"ARS(3,0.0123) ADX(21) RVI(14) Q(8) Sc(4) NL(10)"
5900.0,1.1238507074184474,1388.0,4291,5189.980568072041,"ARS(8,0.01) ADX(14) RVI(14) Q(5) Sc(4) NL(20)"
6293.0,1.1125397904073822,1759.0,7004,5179.178059649103,"ARS(3,0.01) ADX(14) RVI(10) Q(5) Sc(3) NL(10)"
5674.0,1.1637329024066485,1386.0,1941,5169.9189541617,"ARS(3,0.0123) ADX(30) RVI(14) Q(8) Sc(4) NL(10)"
5426.0,1.1631977863330125,1175.0,1758,5110.535375419374,"ARS(3,0.0123) ADX(30) RVI(21) Q(8) Sc(4) NL(20)"
6076.0,1.1080792628695435,1590.0,7102,5108.262216384936,"ARS(3,0.01) ADX(14) RVI(14) Q(5) Sc(3) NL(10)"
5742.0,1.1133975827474525,1264.0,5927,5103.072254259157,"ARS(8,0.01) ADX(14) RVI(21) Q(8) Sc(3) NL(10)"
5480.0,1.1486343540643902,1170.0,2375,5100.904586931003,"ARS(3,0.0123) ADX(30) RVI(10) Q(5) Sc(4) NL(10)"
5760.0,1.119817777130614,1327.0,4801,5097.321318375482,"ARS(3,0.0123) ADX(14) RVI(10) Q(8) Sc(3) NL(20)"
5882.0,1.1149838725442283,1445.0,5190,5087.924855163034,"ARS(3,0.01) ADX(14) RVI(10) Q(5) Sc(4) NL(10)"
5437.0,1.1545656129178985,1173.0,2304,5084.540124278807,"ARS(3,0.0123) ADX(30) RVI(10) Q(13) Sc(3) NL(10)"
5673.0,1.142016722575477,1416.0,3301,5048.831723169172,"ARS(5,0.01) ADX(14) RVI(21) Q(13) Sc(4) NL(10)"
5606.0,1.1308376315728055,1299.0,3857,5032.128720905816,"ARS(3,0.0123) ADX(21) RVI(10) Q(8) Sc(3) NL(10)"
5451.0,1.1214978268137747,1076.0,4016,5030.681907473573,"ARS(3,0.0123) ADX(14) RVI(21) Q(8) Sc(4) NL(10)"
5710.0,1.1443924642811987,1506.0,2777,5021.888234741503,"ARS(3,0.0123) ADX(21) RVI(10) Q(8) Sc(4) NL(10)"
5756.0,1.163383479988646,1688.0,2027,5006.306302941571,"ARS(5,0.0123) ADX(30) RVI(10) Q(5) Sc(4) NL(20)"
5964.0,1.1147938561034763,1651.0,5685,4998.218732371924,"ARS(5,0.01) ADX(14) RVI(21) Q(5) Sc(3) NL(20)"
5416.0,1.1355898257560584,1174.0,3275,4980.850742059291,"ARS(8,0.01) ADX(14) RVI(21) Q(13) Sc(4) NL(10)"
5542.0,1.163828780891569,1485.0,1792,4972.967697533598,"ARS(5,0.0123) ADX(30) RVI(10) Q(8) Sc(4) NL(20)"
5561.0,1.1209412583458385,1271.0,4986,4970.14378700463,"ARS(8,0.01) ADX(14) RVI(21) Q(13) Sc(3) NL(10)"
5298.0,1.1440691793114701,1102.0,2373,4966.63267124891,"ARS(3,0.0123) ADX(30) RVI(21) Q(5) Sc(4) NL(10)"
5430.0,1.1565743944636677,1341.0,1982,4952.057216478249,"ARS(3,0.0123) ADX(21) RVI(10) Q(13) Sc(4) NL(20)"
5231.0,1.1653966547570114,1163.0,1529,4945.797420926438,"ARS(3,0.0123) ADX(30) RVI(14) Q(13) Sc(4) NL(20)"
5814.0,1.113395225464191,1559.0,5169,4934.654551645682,"ARS(3,0.01) ADX(14) RVI(14) Q(5) Sc(4) NL(10)"
5327.0,1.1528682526472867,1225.0,2369,4932.79452357598,"ARS(3,0.0123) ADX(30) RVI(21) Q(13) Sc(3) NL(10)"
5831.0,1.1114168338587942,1595.0,5593,4913.321878870834,"ARS(8,0.01) ADX(14) RVI(10) Q(5) Sc(3) NL(20)"
5271.0,1.157019869522476,1212.0,2072,4908.766687260923,"ARS(3,0.0123) ADX(30) RVI(21) Q(13) Sc(3) NL(20)"
5869.0,1.111660737048382,1654.0,5614,4902.567527605165,"ARS(5,0.01) ADX(14) RVI(10) Q(5) Sc(3) NL(20)"
5326.0,1.135850019130213,1202.0,3023,4877.085780302737,"ARS(3,0.0123) ADX(30) RVI(14) Q(5) Sc(3) NL(10)"
5283.0,1.1366245991517534,1165.0,2974,4870.063063518826,"ARS(3,0.0123) ADX(14) RVI(14) Q(13) Sc(4) NL(20)"
5435.0,1.1139747514993918,1235.0,4889,4855.214734883076,"ARS(3,0.0123) ADX(14) RVI(21) Q(8) Sc(3) NL(20)"
5381.0,1.1334672718704268,1285.0,2831,4852.1777167341015,"ARS(3,0.0123) ADX(21) RVI(21) Q(5) Sc(4) NL(20)"
5226.0,1.1166231505657094,1014.0,4001,4851.573482587626,"ARS(5,0.0123) ADX(14) RVI(21) Q(8) Sc(4) NL(10)"
5313.0,1.1256384790011351,1184.0,3537,4835.476422164481,"ARS(3,0.0123) ADX(14) RVI(21) Q(8) Sc(4) NL(20)"
5693.0,1.1085766597371884,1526.0,5626,4835.371532243192,"ARS(8,0.01) ADX(14) RVI(14) Q(5) Sc(3) NL(20)"
5756.0,1.113302625880871,1642.0,5113,4823.976147674114,"ARS(5,0.01) ADX(14) RVI(21) Q(5) Sc(4) NL(10)"
5519.0,1.1266639126044249,1469.0,3791,4806.042768328814,"ARS(3,0.0123) ADX(21) RVI(21) Q(5) Sc(3) NL(20)"
5283.0,1.1256391352945374,1203.0,3524,4793.447970144318,"ARS(5,0.0123) ADX(14) RVI(21) Q(8) Sc(4) NL(20)"
5362.0,1.1310617911615175,1342.0,3339,4781.420154689417,"ARS(3,0.0123) ADX(21) RVI(14) Q(8) Sc(3) NL(20)"
5293.0,1.1219500956155104,1214.0,3910,4778.308542076679,"ARS(3,0.0123) ADX(21) RVI(14) Q(8) Sc(3) NL(10)"
5701.0,1.138310002668672,1818.0,3315,4759.097481089836,"ARS(5,0.0123) ADX(21) RVI(10) Q(8) Sc(3) NL(20)"
5319.0,1.1150999740327188,1249.0,4629,4745.732726740303,"ARS(3,0.0123) ADX(21) RVI(21) Q(5) Sc(3) NL(10)"
5194.0,1.1220681551116334,1149.0,3340,4738.999835460907,"ARS(3,0.0123) ADX(21) RVI(21) Q(5) Sc(4) NL(10)"
5171.0,1.1348827503456191,1205.0,2933,4728.830541528764,"ARS(3,0.0123) ADX(21) RVI(21) Q(13) Sc(3) NL(20)"
5197.0,1.1358373193235578,1246.0,2887,4725.3814829687235,"ARS(3,0.0123) ADX(21) RVI(14) Q(13) Sc(3) NL(20)"
5358.0,1.1130880769961375,1334.0,4869,4707.867000746215,"ARS(5,0.0123) ADX(14) RVI(21) Q(8) Sc(3) NL(20)"
4973.0,1.1581541788576517,1168.0,1491,4668.855975566717,"ARS(3,0.0123) ADX(30) RVI(21) Q(13) Sc(4) NL(20)"
5539.0,1.1448028861236015,1793.0,2481,4667.351086588126,"ARS(5,0.0123) ADX(21) RVI(10) Q(8) Sc(4) NL(20)"
5222.0,1.1446617541138013,1408.0,2262,4664.032209723993,"ARS(5,0.0123) ADX(30) RVI(14) Q(8) Sc(3) NL(20)"
5324.0,1.1155331799835078,1415.0,4458,4629.071434319716,"ARS(3,0.0123) ADX(21) RVI(10) Q(5) Sc(3) NL(10)"
5622.0,1.1492236230922361,1981.0,2498,4627.514116190053,"ARS(8,0.0123) ADX(30) RVI(10) Q(5) Sc(3) NL(20)"
5025.0,1.1306552262090483,1140.0,2873,4626.663283143704,"ARS(3,0.0123) ADX(14) RVI(21) Q(13) Sc(4) NL(20)"
5459.0,1.149775021949078,1794.0,2288,4619.238920238458,"ARS(8,0.0123) ADX(30) RVI(10) Q(8) Sc(3) NL(20)"
5149.0,1.1460253537903067,1405.0,2066,4606.467249544331,"ARS(3,0.0123) ADX(21) RVI(14) Q(13) Sc(4) NL(20)"
5214.0,1.1536964980544746,1551.0,1993,4591.187254507732,"ARS(5,0.0123) ADX(30) RVI(10) Q(13) Sc(3) NL(20)"
5517.0,1.1057099061122821,1656.0,5670,4582.483137035352,"ARS(8,0.01) ADX(14) RVI(21) Q(5) Sc(3) NL(20)"
5253.0,1.1090218541809351,1453.0,4791,4513.94064777038,"ARS(5,0.0123) ADX(14) RVI(10) Q(8) Sc(3) NL(20)"
5058.0,1.1155506819272154,1265.0,3620,4503.156703262453,"ARS(3,0.0123) ADX(14) RVI(10) Q(8) Sc(4) NL(20)"
5044.0,1.117209648185156,1264.0,3350,4498.088653772291,"ARS(3,0.0123) ADX(21) RVI(10) Q(5) Sc(4) NL(10)"
